Title,Available Globally?,Release Date,Hours Viewed,Language Indicator,Content Type
Steins;Gate // Steins;Gate シュタインズ・ゲート,No,nan,"9,00,000",Japanese,Movie
Terrace House: Tokyo 2019-2020: Part 1 // テラスハウス: Tokyo 2019-2020: パート1,No,2019-05-13,"9,00,000",Japanese,Movie
The Boarding School: Season 4 // El Internado: Temporada 4,No,nan,"9,00,000",English,Show
The Boarding School: Season 6 // El Internado: Temporada 6,No,nan,"9,00,000",English,Show
The Mentalist: Season 3,No,nan,"9,00,000",English,Show
The Mentalist: Season 4,No,nan,"9,00,000",English,Show
Tiger and Dragon: Season 1 // タイガー&ドラゴン: シーズン1,No,nan,"9,00,000",Japanese,Show
Tunnel: Season 1 // ปริศนาล่าข้ามเวลา: ซีซั่น 1,Yes,nan,"9,00,000",Non-English,Show
Two and a Half Men: Season 6,No,nan,"9,00,000",English,Show
"Un gars, une fille (1999): Season 5",No,nan,"9,00,000",English,Show
Under Fire: Season 2 // Onder Vuur: Season 2,No,2023-08-03,"9,00,000",English,Show
Undercover Food Fighters: Season 1 // 위장취업: 시즌 1,No,nan,"9,00,000",Korean,Show
Yowamushi Pedal: Season 5 // 弱虫ペダル LIMIT BREAK,No,nan,"9,00,000",Japanese,Show
Yu Yu Hakusho: Ghost Files: Season 4 // 幽☆遊☆白書: シーズン4,No,nan,"9,00,000",Japanese,Show
24 Hours in A&E: Season 13,No,nan,"8,00,000",English,Show
A Couple of Cuckoos: Season 1 // カッコウの許嫁: シーズン1,No,nan,"8,00,000",Japanese,Show
A Familiar Stranger: Season 1 // L'Absente: Season 1,No,nan,"8,00,000",English,Show
Aoashi: Season 1 // アオアシ: シーズン1,No,nan,"8,00,000",Japanese,Show
Atelier: Season 1 // アンダーウェア: シーズン1,Yes,2015-08-31,"8,00,000",Japanese,Show
Bleach (2004): Arrancar: The Fierce Fight,No,nan,"8,00,000",English,Movie
Bleach (2004): The New Captain Shusuke Amagai,No,nan,"8,00,000",English,Movie
Cramel: Season 1 // כראמל: עונה 1,No,nan,"8,00,000",Non-English,Show
Cuori: Season 1,No,nan,"8,00,000",English,Show
Curious George: Season 13,No,nan,"8,00,000",English,Show
Dogs Behaving Very Badly: Season 2,No,nan,"8,00,000",English,Show
Fushigi Dagashiya Zenitendou: Season 1 // ふしぎ駄菓子屋 銭天堂,No,nan,"8,00,000",Japanese,Show
Gogglebox: Season 13,No,nan,"8,00,000",English,Show
Gotham: Season 1,No,nan,"8,00,000",English,Show
Gourmet Affairs: Season 1 // 美食無間: 第一季,No,nan,"8,00,000",Non-English,Show
Hell's Kitchen (2005): Season 18,No,nan,"8,00,000",English,Show
Hey Handsome!! // おいハンサム!!,No,nan,"8,00,000",Japanese,Movie
Hormones: Season 1 // Hormones วัยว้าวุ่น: ซีซั่น 1,No,nan,"8,00,000",Non-English,Show
Illegals: Season 1 // Nielegalni: Season 1,No,nan,"8,00,000",English,Show
Informer: Season 1,No,nan,"8,00,000",English,Show
Life in Pieces: Season 1,No,nan,"8,00,000",English,Show
LoliRock: Season 2,No,nan,"8,00,000",English,Show
Love You as the World Ends: Season 1 // 君と世界が終わる日に: シーズン1,No,nan,"8,00,000",Japanese,Show
Made in Abyss: Season 1 // メイドインアビス: シーズン1,No,nan,"8,00,000",Japanese,Show
Master of None: Season 2,Yes,2017-05-12,"8,00,000",English,Show
Mighty Morphin Power Rangers: Season 3,No,nan,"8,00,000",English,Show
Million Dollar Listing New York: Season 5,No,nan,"8,00,000",English,Show
More than Blue: The Series: Season 1 // 比悲傷更悲傷的故事：影集版: 第 1 季 // 比悲伤更悲伤的故事：影集版: 第 1 季,Yes,2021-10-22,"8,00,000",Non-English,Show
Mortel: Season 2,Yes,2021-07-02,"8,00,000",English,Show
My Little Pony: Friendship Is Magic: Season 5,No,nan,"8,00,000",English,Show
Médico de familia: Season 8,No,nan,"8,00,000",Non-English,Show
Médico de familia: Season 9,No,nan,"8,00,000",Non-English,Show
Nagi-Asu: A Lull in the Sea: Season 1 // 凪のあすから: シーズン1,No,nan,"8,00,000",Japanese,Show
One on One: Season 5,No,nan,"8,00,000",English,Show
Pesadilla en la Cocina: Season 2,No,nan,"8,00,000",English,Show
Psycho-Pass // PSYCHO-PASS サイコパス,No,nan,"8,00,000",Japanese,Movie
Ratz (2003),No,nan,"8,00,000",English,Movie
Scream: Season 2,No,nan,"8,00,000",English,Show
She Was Pretty: Season 1 // 彼女はキレイだった: シーズン1,No,nan,"8,00,000",Japanese,Show
Slam Dunk: Season 4,No,nan,"8,00,000",English,Show
Story of My Family!!!: Season 1 // 俺の家の話: シーズン1,No,nan,"8,00,000",Japanese,Show
Teletubbies (1997): Season 1,No,nan,"8,00,000",English,Show
The Boarding School: Season 2 // El Internado: Temporada 2,No,nan,"8,00,000",English,Show
The Boarding School: Season 3 // El Internado: Temporada 3,No,nan,"8,00,000",English,Show
The Great Haruko: Season 1 // 最高のオバハン 中島ハルコ: シーズン1,No,nan,"8,00,000",Japanese,Show
The Kingdom: Season 1 // El Reino: Temporada 1,Yes,2021-08-12,"8,00,000",English,Show
The Mentalist: Season 5,No,nan,"8,00,000",English,Show
The Mentalist: Season 6,No,nan,"8,00,000",English,Show
The Real World: Season 12,No,nan,"8,00,000",English,Show
Twentysomethings: Austin: Season 1,Yes,2021-12-10,"8,00,000",English,Show
Unknown: Season 1,No,nan,"8,00,000",English,Show
Unknowns: Season 1 // עלומים: עונה 1,No,nan,"8,00,000",Non-English,Show
Vientos de Agua,No,nan,"8,00,000",English,Movie
War of Trap: Season 1 // 罠の戦争: シーズン1,No,nan,"8,00,000",Japanese,Show
Wynonna Earp: Season 3,No,nan,"8,00,000",English,Show
46: Season 1 // 46YokOlan: Season 1,No,nan,"7,00,000",English,Show
A Killer's Mistake: Season 1,No,nan,"7,00,000",English,Show
Ainori Love Wagon: Asian Journey: Season 1 // あいのり: Asian Journey: シーズン1,Yes,2017-10-26,"7,00,000",Japanese,Show
Aiseki Shokudo: Season 4 // 相席食堂: シーズン4,No,nan,"7,00,000",Japanese,Show
AJIN: Demi-Human: Season 2 // 亜人: シーズン2,Yes,2016-10-10,"7,00,000",Japanese,Show
Ash vs. Evil Dead: Season 1,No,nan,"7,00,000",English,Show
Atelier Ryza: Ever Darkness & the Secret Hideout: Season 1 // アニメ『ライザのアトリエ ～常闇の女王と秘密の隠れ家～』: シーズン1,No,nan,"7,00,000",Japanese,Show
Atlanta: Season 3,No,nan,"7,00,000",English,Show
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside: Banished from the brave man's group,I decided to lead a slow life in the back country // 真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました",No,nan,"7,00,000",Japanese,Movie
Best Interest: Season 2 // 最佳利益: 第 2 季：決戰利益,No,nan,"7,00,000",Non-English,Show
Bleach (2004): Arrancar vs Soul Reaper,No,nan,"7,00,000",English,Movie
Bleach (2004): Arrancar: Battle in Karakura,No,nan,"7,00,000",English,Movie
Bleach (2004): Gotei 13 Invading Army,No,nan,"7,00,000",English,Movie
Buddy Daddies: Season 1,No,nan,"7,00,000",English,Show
Cannon Busters: Season 1 // キャノン・バスターズ: シーズン1,No,2019-08-15,"7,00,000",Japanese,Show
Cardcaptor Sakura: Sakura Card // カードキャプターさくら: さくらカード編,No,nan,"7,00,000",Japanese,Movie
Checkout: Season 4 // קופה ראשית: עונה 4,No,nan,"7,00,000",Non-English,Show
Children of the Whales: Season 1 // クジラの子らは砂上に歌う: シーズン1,Yes,2017-10-07,"7,00,000",Japanese,Show
Classroom of the Elite: Season 1 // ようこそ実力至上主義の教室へ: 1st Season,No,nan,"7,00,000",Japanese,Show
Classroom of the Elite: Season 2 // ようこそ実力至上主義の教室へ: 2nd Season,No,nan,"7,00,000",Japanese,Show
Das Boot (1985): Season 1,No,nan,"7,00,000",English,Show
Diary Of Tootsies: Season 2 // ไดอารี่ตุ๊ดซี่ส์ เดอะ ซีรีส์ ซีซั่น 2,No,nan,"7,00,000",Non-English,Show
Dora the Explorer: Season 2,No,nan,"7,00,000",English,Show
DRAGON PILOT: Hisone & Masotan: Season 1 // ひそねとまそたん: シーズン1,Yes,2018-04-12,"7,00,000",Japanese,Show
Egg&Bugs: Season 1 // 에그박사: 시즌1,No,nan,"7,00,000",Korean,Show
Fairy Tail: Season 5,No,nan,"7,00,000",English,Show
Flavours of Romania: Season 2,No,nan,"7,00,000",English,Show
Flipping Out: Season 4,No,nan,"7,00,000",English,Show
Forged in Fire: Knife or Death: Season 2,No,nan,"7,00,000",English,Show
Fullmetal Alchemist: Brotherhood: Part 4 // 鋼の錬金術師 Fullmetal Alchemist: パート4,No,nan,"7,00,000",Japanese,Movie
Fullmetal Alchemist: Brotherhood: Part 5 // 鋼の錬金術師 Fullmetal Alchemist: パート5,No,nan,"7,00,000",Japanese,Movie
Ghost in the Shell: SAC_2045: Season 1 // 攻殻機動隊 SAC_2045: シーズン1,Yes,2020-04-23,"7,00,000",Japanese,Show
Girls from Ipanema: Season 1 // Coisa Mais Linda: Temporada 1,Yes,2019-03-22,"7,00,000",English,Show
Harley Quinn: Season 1,No,nan,"7,00,000",English,Show
Harvey Girls Forever!: Season 3,Yes,2019-11-12,"7,00,000",English,Show
Hot Girls Wanted: Turned On: Limited Series,Yes,2017-04-21,"7,00,000",English,Movie
I Survived a Crime: Season 1,No,nan,"7,00,000",English,Show
Immigration Nation: Limited Series,Yes,2020-08-03,"7,00,000",English,Movie
Intervention: Season 21,No,nan,"7,00,000",English,Show
IRL - In Real Love: Season 1,Yes,2023-04-06,"7,00,000",English,Show
Irreverent: Season 1,No,2022-12-04,"7,00,000",English,Show
Is She the Wolf? (Moon): Season 1 // 月とオオカミちゃんには騙されない: シーズン1,No,nan,"7,00,000",Japanese,Show
Jimmy: The True Story of a True Idiot: Season 1 // Jimmy～アホみたいなホンマの話～: シーズン1,Yes,2018-07-20,"7,00,000",Japanese,Show
Katuri: Season 3 // 엄마 까투리: 시즌3,No,nan,"7,00,000",Korean,Show
KonoSuba: An Explosion on This Wonderful World! // この素晴らしい世界に爆焔を!: シーズン1,No,nan,"7,00,000",Japanese,Movie
Last Tango in Halifax: Season 2,No,nan,"7,00,000",English,Show
Life in Pieces: Season 2,No,nan,"7,00,000",English,Show
Life in Pieces: Season 3,No,nan,"7,00,000",English,Show
Light the Night: Part 2 // 華燈初上: 第 2 部 // 华灯初上: 第 2 部分,Yes,2021-12-30,"7,00,000",Non-English,Movie
Light the Night: Part 3 // 華燈初上: 第 3 部 // 华灯初上: 第 3 部分,Yes,2022-03-18,"7,00,000",Non-English,Movie
Love and Fortune: Season 1 // 恋のツキ: シーズン1,Yes,nan,"7,00,000",Japanese,Show
Matchday: Inside FC Barcelona: Limited Series,No,2020-04-29,"7,00,000",English,Movie
Miss Trot: Season 3 // 미스트롯: 시즌3,No,nan,"7,00,000",Korean,Show
Mister Maker: Season 1,No,nan,"7,00,000",English,Show
"Mom, Don't Do That!: Season 1 // 媽，別鬧了！: 第 1 季 // 妈，别闹了！: 第 1 季",Yes,2022-07-15,"7,00,000",Non-English,Show
My Dangerous Wife: Season 1 // 僕のヤバイ妻: シーズン1,No,nan,"7,00,000",Japanese,Show
Natsume's Book of Friends Three // 夏目友人帳 参,No,nan,"7,00,000",Non-English,Movie
Natsume's Book of Friends Four // 夏目友人帳 肆,No,nan,"7,00,000",Non-English,Movie
Natsume's Book of Friends Five // 夏目友人帳 伍,No,nan,"7,00,000",Non-English,Movie
Natsume's Book of Friends Six // 夏目友人帳 陸,No,nan,"7,00,000",Non-English,Movie
Nijntje & Vriendjes: Season 1,No,nan,"7,00,000",English,Show
One Ordinary Day: Limited Series // 어느 날: 리미티드 시리즈,No,nan,"7,00,000",Korean,Movie
Pac-Man and the Ghostly Adventures: Season 1,No,nan,"7,00,000",English,Show
Power Players: Season 1 (Batch C),No,nan,"7,00,000",English,Show
Prokurator: Season 1,No,nan,"7,00,000",English,Show
Rika: Season 1 // リカ: シーズン1,No,nan,"7,00,000",Japanese,Show
Saint Cecilia & Pastor Lawrence: Season 1 // 白聖女と黒牧師: シーズン1,No,nan,"7,00,000",Japanese,Show
Sammy & Co: Season 1,No,nan,"7,00,000",English,Show
SamSam (2007): Season 1,No,nan,"7,00,000",English,Show
Sasaki and Miyano: Season 1 // 佐々木と宮野: シーズン1,No,nan,"7,00,000",Japanese,Show
Selection Day: Season 1 // सिलेक्शन डे: सीज़न 1,Yes,2018-12-28,"7,00,000",Hindi,Show
Shameless: Series 10,No,nan,"7,00,000",English,Movie
She's Gotta Have It: Season 1,Yes,2017-11-23,"7,00,000",English,Show
Signal: Season 1 // シグナル 長期未解決事件捜査班: シーズン1,No,nan,"7,00,000",Japanese,Show
Skylines: Season 1,Yes,2019-09-27,"7,00,000",English,Show
Slam Dunk: Season 5,No,nan,"7,00,000",English,Show
Super Radical Gag Family: Season 1 // 浦安鉄筋家族: シーズン1,No,nan,"7,00,000",Japanese,Show
takt op.Destiny,No,nan,"7,00,000",English,Movie
Terrace House: Opening New Doors: Part 2 // TERRACE HOUSE: オープニング・ニュー・ドアーズ: Part 2,Yes,2018-02-26,"7,00,000",Japanese,Movie
Terrace House: Opening New Doors: Part 3 // TERRACE HOUSE: オープニング・ニュー・ドアーズ: Part 3,Yes,2018-05-07,"7,00,000",Japanese,Movie
Terrace House: Opening New Doors: Part 6 // TERRACE HOUSE: オープニング・ニュー・ドアーズ: Part 6,Yes,2018-12-03,"7,00,000",Japanese,Movie
The Black Leather Notebook: Black Leather Notebook // 松本清張 黒革の手帖,No,nan,"7,00,000",Japanese,Movie
The Boarding School: Season 5 // El Internado: Temporada 5,No,nan,"7,00,000",English,Show
The Nanny: Season 1 // La niñera: Temporada 1,No,nan,"7,00,000",Non-English,Show
The Next Step: Season 1,No,nan,"7,00,000",English,Show
The Night Shift: Season 2,No,nan,"7,00,000",English,Show
The Politician: Season 2,Yes,2020-06-19,"7,00,000",English,Show
The Quintessential Quintuplets // 五等分の花嫁,No,nan,"7,00,000",Japanese,Movie
This Is Us: Season 6,No,nan,"7,00,000",English,Show
Tokkai: Bad Asset Wars: Season 1 // 連続ドラマW トッカイ ～不良債権特別回収部～: シーズン1,No,nan,"7,00,000",Japanese,Show
Transformers: Cyberverse: Season 3,No,nan,"7,00,000",English,Show
Trigun Stampede,No,nan,"7,00,000",English,Movie
Two and a Half Men: Season 5,No,nan,"7,00,000",English,Show
Two and a Half Men: Season 7,No,nan,"7,00,000",English,Show
"Un gars, une fille (1999): Season 4",No,nan,"7,00,000",English,Show
Valor: Season 1,No,nan,"7,00,000",English,Show
Wild Kratts: Season 4,No,nan,"7,00,000",English,Show
Wynonna Earp: Season 4,No,nan,"7,00,000",English,Show
Yowamushi Pedal: New Generation // 弱虫ペダル New Generation,No,nan,"7,00,000",Japanese,Movie
Ainori Love Wagon: Asian Journey: Season 2 // あいのり: Asian Journey: シーズン2,Yes,2018-11-01,"6,00,000",Japanese,Show
Aiseki Shokudo: Season 1 // 相席食堂: シーズン1,No,nan,"6,00,000",Japanese,Show
Atlanta (2016): Robbin' Season,No,nan,"6,00,000",English,Show
Babylon Berlin: Season 1,No,2018-01-30,"6,00,000",English,Show
Bad Genius: The Series: Season 1 // ฉลาดเกมส์โกง เดอะซีรีส์: ซีซั่น 1,No,nan,"6,00,000",Non-English,Show
Bakugan Legends: Season 5,No,nan,"6,00,000",English,Show
Beat Bugs: Season 2,Yes,2016-11-18,"6,00,000",English,Show
BoBoiBoy: Season 2,No,nan,"6,00,000",English,Show
Bodies (2004): Series 2,No,nan,"6,00,000",English,Movie
Boruto: Naruto Next Generations: Kawaki: Otsutsuki Awakening // BORUTO ボルト NEXT GENERATIONS: カワキ編 大筒木覚醒,No,nan,"6,00,000",Japanese,Movie
BREAK IT ALL: The History of Rock in Latin America: Limited Series // Rompan todo: La historia del rock en América Latina: Miniserie,Yes,2020-12-16,"6,00,000",Non-English,Movie
Charité: Season 1,No,nan,"6,00,000",Non-English,Show
Code Geass: Lelouch of the Rebellion: Season 1 // コードギアス 反逆のルルーシュ,No,nan,"6,00,000",Japanese,Show
Connected: Season 1,Yes,2020-08-02,"6,00,000",English,Show
Country Ever After: Season 1,Yes,2020-11-06,"6,00,000",English,Show
Dear White People: Volume 2,Yes,2018-05-04,"6,00,000",English,Movie
Diary Of Tootsies: Season 1 // ไดอารี่ตุ๊ดซี่ส์ เดอะ ซีรีส์,No,nan,"6,00,000",Non-English,Show
Dogs: Season 1,Yes,2018-11-16,"6,00,000",English,Show
Dora the Explorer: Season 1,No,nan,"6,00,000",English,Show
Dr. Lifesaver: Season 1 // 生命捕手: 第1季,No,nan,"6,00,000",Non-English,Show
Dr. Storks (2017) // コウノドリ (2017),No,nan,"6,00,000",Japanese,Movie
Flavorful Origins: Chaoshan Cuisine // 風味原產地: 潮汕飲食 // 风味原产地: 潮汕美食,Yes,2019-02-11,"6,00,000",Non-English,Movie
Followers: Season 1,Yes,2020-02-27,"6,00,000",English,Show
Forever Queens: Season 1 // Siempre reinas: Season 1,Yes,2022-10-02,"6,00,000",English,Show
Física o Química: Season 1,No,nan,"6,00,000",Non-English,Show
Ghost in the Shell: SAC_2045: Season 2 // 攻殻機動隊 SAC_2045: シーズン 2,Yes,2022-05-23,"6,00,000",Japanese,Show
Girl That Can See It: Season 1 // 見える子ちゃん: シーズン1,No,nan,"6,00,000",Japanese,Show
Gogglebox: Season 11,No,nan,"6,00,000",English,Show
Gogglebox: Season 12,No,nan,"6,00,000",English,Show
Gogglebox: Season 14,No,nan,"6,00,000",English,Show
Harley Quinn: Season 2,No,nan,"6,00,000",English,Show
Harvey Girls Forever!: Season 4,Yes,2020-01-10,"6,00,000",English,Show
He Who Can't Marry: Season 2 // 結婚できない男: まだ結婚できない男,No,nan,"6,00,000",Japanese,Show
Hell's Kitchen (2005): Season 20,No,nan,"6,00,000",English,Show
Hello Jadoo 4 // 안녕자두야 4 : 자두와 친구들,No,nan,"6,00,000",Korean,Movie
Helsinki Crimes: Season 1 // Harjunpää: Kausi 1,No,nan,"6,00,000",Non-English,Show
Hey Duggee: Season 1,No,nan,"6,00,000",English,Show
Holey Moley: Season 1,No,nan,"6,00,000",English,Show
Holiday Love // ホリデイラブ,No,nan,"6,00,000",Japanese,Movie
I Heart Arlo: Season 1,Yes,2021-08-27,"6,00,000",English,Show
Insiders: Season 1,Yes,2021-10-21,"6,00,000",English,Show
Iribito -Stranger-: Season 1 // いりびと-異邦人-: シーズン1,No,nan,"6,00,000",Japanese,Show
Kaguya-sama: Love Is War? (2019) // かぐや様は告らせたい? ～天才たちの恋愛頭脳戦～,No,nan,"6,00,000",Japanese,Movie
Kaiji: Ultimate Survivor // 逆境無頼カイジ: Ultimate Survivor,No,nan,"6,00,000",Japanese,Movie
Kaiji: Against All Rules // 逆境無頼カイジ: 破戒録篇,No,nan,"6,00,000",Japanese,Movie
Katuri: Season 4 // 엄마 까투리: 시즌4,No,nan,"6,00,000",Korean,Show
Kibaoh Klashers: Season 2,Yes,nan,"6,00,000",English,Show
Kochikame: Season 1 // こちら葛飾区亀有公園前派出所: シーズン1,No,nan,"6,00,000",Japanese,Show
Laura's Star: Season 1 // Lauras Stern: Staffel 1,No,nan,"6,00,000",English,Show
Liar: Season 2,No,nan,"6,00,000",English,Show
LOST SONG: Season 1,Yes,2018-03-31,"6,00,000",English,Show
